id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.01153754354.91|US|North America|High income|United States|North America|High income|male|167238|10|24
ur.01270235327.24|IE|Europe & Central Asia|High income|United States|North America|High income|male|105756|4|13
ur.01326610423.52|DE|Europe & Central Asia|High income|United States|North America|High income|male|97695|2|4
ur.07541605423.18|KR|East Asia & Pacific|High income|United States|North America|High income||61498|1|2
ur.01201000573.87|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|61498|1|2
ur.0674300727.83|GB|Europe & Central Asia|High income|United States|North America|High income|male|61498|1|2
ur.0706204515.71|DE|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|106065|4|4
ur.01165772664.42|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||48421|1|1
ur.01207120103.29|RU|Europe & Central Asia|Upper middle income|United Kingdom|Europe & Central Asia|High income||136316|13|67
ur.0721730631.45|TR|Europe & Central Asia|Upper middle income|United Kingdom|Europe & Central Asia|High income||142042|13|60
ur.07423561367.62|RU|Europe & Central Asia|Upper middle income|United Kingdom|Europe & Central Asia|High income||73111|6|40
ur.01242565474.00|CN|East Asia & Pacific|Upper middle income|United Kingdom|Europe & Central Asia|High income||62775|3|19
ur.0657076451.24|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|62874|6|38
ur.011535264111.51|BY|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||55039|2|14
ur.0767105504.29|RU|Europe & Central Asia|Upper middle income|United Kingdom|Europe & Central Asia|High income||59208|3|15
ur.011033016243.08|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||55039|2|14
ur.01137123101.53|AT|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|40272|2|2
ur.0612336673.17|ZA|Sub-Saharan Africa|Upper middle income|South Africa|Sub-Saharan Africa|Upper middle income|male|35215|1|1
ur.01212135660.92|IL|Middle East & North Africa|High income|United States|North America|High income|male|64058|3|3
ur.013324660742.20|MY|East Asia & Pacific|Upper middle income|United States|North America|High income||34653|1|1
ur.012401436171.63|NL|Europe & Central Asia|High income|United States|North America|High income|male|32306|1|1
ur.014404706153.05|US|North America|High income|United States|North America|High income|male|32306|1|1
ur.0632511150.69|HU|Europe & Central Asia|High income|United States|North America|High income||74946|10|24
ur.01017036620.03|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income||62324|7|14
ur.013617370277.09|AT|Europe & Central Asia|High income|France|Europe & Central Asia|High income||27460|1|1
ur.012306176627.11|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income|male|24226|1|0
ur.01036471035.73|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|22429|2|2
ur.07442033622.09|US|North America|High income|United States|North America|High income||17503|1|2
ur.01003107025.98|TW|||United Kingdom|Europe & Central Asia|High income|male|17503|1|2
ur.013334661665.35|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||17503|1|2
ur.012717231635.33|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||20085|2|3
ur.011533642664.45|US|North America|High income|United States|North America|High income|male|16265|1|2
ur.0777233565.51|US|North America|High income|United States|North America|High income|male|16265|1|2
ur.013033620017.83|DK|Europe & Central Asia|High income|United States|North America|High income|male|16265|1|2
ur.01060311600.37|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||15220|1|3
ur.0703425043.44|DE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||15220|1|3
ur.012354627662.08|US|North America|High income|United States|North America|High income||15220|1|3
ur.0731647510.44|CA|North America|High income|United Kingdom|Europe & Central Asia|High income||15220|1|3
ur.010340372063.09|BR|Latin America & Caribbean|Upper middle income|Singapore|East Asia & Pacific|High income|male|17169|2|7
ur.0723650047.49|GN|Sub-Saharan Africa|Lower middle income|Spain|Europe & Central Asia|High income||15175|1|4
ur.016026302173.26|BR|Latin America & Caribbean|Upper middle income|Portugal|Europe & Central Asia|High income||21152|2|11
ur.01011650355.04|RS|Europe & Central Asia|Upper middle income|United States|North America|High income||14723|1|0
ur.0577663540.73|US|North America|High income|United States|North America|High income|male|21076|4|4
ur.0721775233.60|IL|Middle East & North Africa|High income|Netherlands|Europe & Central Asia|High income||28788|5|26
ur.016351021375.63||||Canada|North America|High income||14127|1|6
ur.016151173635.14|SK|Europe & Central Asia|High income|Canada|North America|High income|male|27287|2|8
ur.01073016174.49|KE|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|14127|1|6
ur.01205630561.66|US|North America|High income|United States|North America|High income|male|14127|1|6
ur.014034553115.79|IN|South Asia|Lower middle income|United States|North America|High income|male|16248|2|7
ur.013360137015.60|PT|Europe & Central Asia|High income|Portugal|Europe & Central Asia|High income|male|14127|1|6
ur.015461566321.61|PL|Europe & Central Asia|High income|Canada|North America|High income||13160|1|2
ur.015102365217.89|JO|Middle East & North Africa|Lower middle income|Canada|North America|High income||13160|1|2
ur.0621643160.19|GB|Europe & Central Asia|High income|United States|North America|High income|male|79831|14|8
ur.01114156164.38|AU|East Asia & Pacific|High income|United States|North America|High income||13056|1|0
ur.01304367114.15|AT|Europe & Central Asia|High income|United States|North America|High income|male|12690|1|1
ur.0770412736.65|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|17889|3|7
ur.014553417502.09|US|North America|High income|United States|North America|High income|male|12040|1|0
ur.0621145454.43|DK|Europe & Central Asia|High income|Australia|East Asia & Pacific|High income|male|11848|1|2
ur.01020333514.12|TW|||United States|North America|High income|male|11848|1|2
ur.07355623634.53|BO|Latin America & Caribbean|Lower middle income|United States|North America|High income||19427|3|2
ur.0775325121.62|NZ|East Asia & Pacific|High income|United States|North America|High income||21880|2|2
ur.0643364073.68|CA|North America|High income|United States|North America|High income|male|11082|1|0
ur.014345025177.25|CH|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|10899|1|2
ur.010316641605.64|DE|Europe & Central Asia|High income|United States|North America|High income|male|14100|2|3
ur.011211464257.08|US|North America|High income|United States|North America|High income|male|10899|1|2
ur.016604674465.26|FR|Europe & Central Asia|High income|United States|North America|High income||10375|1|0
ur.012231204137.50|CH|Europe & Central Asia|High income|United States|North America|High income||10261|1|1
ur.010675506543.03|US|North America|High income|United States|North America|High income||10261|1|1
ur.016240210261.17|ZA|Sub-Saharan Africa|Upper middle income|United States|North America|High income|male|22979|6|5
ur.0732273267.25|NZ|East Asia & Pacific|High income|United States|North America|High income|male|9808|1|1
ur.011262460751.90|DK|Europe & Central Asia|High income|United States|North America|High income|male|9808|1|1
ur.013067673344.41|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|27981|5|13
ur.01170402002.42|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|9585|1|1
ur.01005433737.34|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|9585|1|1
ur.014122310615.46|IL|Middle East & North Africa|High income|United States|North America|High income|male|19971|4|2
ur.010265144030.40|IL|Middle East & North Africa|High income|United States|North America|High income|male|9447|1|2
ur.016431013674.93|BG|Europe & Central Asia|Upper middle income|United States|North America|High income|male|9447|1|2
ur.0704160417.51|SQ|||||||9440|1|3
ur.010546143103.08|MQ|||United States|North America|High income|male|19780|4|21
ur.0722660612.29|KR|East Asia & Pacific|High income|United States|North America|High income|male|23846|5|25
ur.014633305273.77|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|9432|1|1
ur.014066625550.68|AU|East Asia & Pacific|High income|Australia|East Asia & Pacific|High income|male|9432|1|1
ur.01076142001.95|TW|||United States|North America|High income|male|9328|1|8
ur.01300660636.14|US|North America|High income|United States|North America|High income|male|12462|2|15
ur.01240773741.23|IE|Europe & Central Asia|High income|United States|North America|High income|male|12287|2|17
ur.01251614235.67|LB|Middle East & North Africa|Lower middle income|United States|North America|High income|male|9328|1|8
ur.01173507213.43|IT|Europe & Central Asia|High income|United States|North America|High income|male|9328|1|8
ur.0623367736.95|SK|Europe & Central Asia|High income|United States|North America|High income|male|9328|1|8
ur.01057260613.79|IE|Europe & Central Asia|High income|United States|North America|High income|female|9328|1|8
ur.015445210647.42|GB|Europe & Central Asia|High income|United States|North America|High income|female|12462|2|15
ur.01153006760.26|GB|Europe & Central Asia|High income|United States|North America|High income|male|12462|2|15
ur.01046247764.21|CH|Europe & Central Asia|High income|United States|North America|High income||9170|1|1
ur.0663550611.06|CH|Europe & Central Asia|High income|United States|North America|High income||9170|1|1
ur.013655512033.30|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|13117|2|2
ur.013066721724.03|DE|Europe & Central Asia|High income|United States|North America|High income|male|9154|1|1
ur.01264034644.31|BD|South Asia|Lower middle income|United States|North America|High income||8990|1|1
ur.0766143253.20|SN|Sub-Saharan Africa|Lower middle income|United States|North America|High income||20118|5|6
ur.01024676171.26|PL|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income||8656|1|1
ur.010215006145.88|DE|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income||8656|1|1
ur.011230322172.45|NZ|East Asia & Pacific|High income|United States|North America|High income|male|24182|6|20
ur.01364311576.95|CA|North America|High income|Canada|North America|High income|male|12720|2|6
ur.01127736412.71|CA|North America|High income|United States|North America|High income|male|8592|1|5
ur.07736530137.75|HU|Europe & Central Asia|High income|United States|North America|High income|male|8592|1|5
ur.010217301725.12|BR|Latin America & Caribbean|Upper middle income|Israel|Middle East & North Africa|High income|male|11610|2|5
ur.012464441160.24|US|North America|High income|United States|North America|High income|male|20230|4|9
ur.01065357012.93|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||8543|1|8
ur.013076575351.14||||United States|North America|High income||8543|1|8
ur.0635751262.25|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||8543|1|8
ur.015502062155.41|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||8543|1|8
ur.012303627103.66|RU|Europe & Central Asia|Upper middle income|United States|North America|High income|male|8543|1|8
ur.015762014215.60|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||8543|1|8
ur.015656637343.41|IL|Middle East & North Africa|High income|United States|North America|High income||8543|1|8
ur.012546244607.37|KR|East Asia & Pacific|High income|United States|North America|High income|female|8543|1|8
ur.012336247453.39|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||8543|1|8
ur.01005504116.00|HK|East Asia & Pacific|High income|United States|North America|High income|male|10614|2|7
ur.01217153226.17|KR|East Asia & Pacific|High income|South Korea|East Asia & Pacific|High income|male|11147|2|9
ur.01302747466.26|NZ|East Asia & Pacific|High income|United States|North America|High income|male|16690|3|16
ur.01037737316.13|LK|South Asia|Lower middle income|United States|North America|High income||10614|2|7
ur.01257703457.74|AT|Europe & Central Asia|High income|United States|North America|High income|male|13339|3|12
ur.0760601756.09|AO|Sub-Saharan Africa|Lower middle income|Italy|Europe & Central Asia|High income|male|15348|4|5
ur.014500317431.28|BD|South Asia|Lower middle income|United States|North America|High income|male|8182|1|4
ur.01030562711.18|IE|Europe & Central Asia|High income|United States|North America|High income|male|8182|1|4
ur.012536402043.60||||United States|North America|High income|male|11413|2|5
ur.052066471.04|DE|Europe & Central Asia|High income|United States|North America|High income|male|8182|1|4
ur.01150602324.73|GB|Europe & Central Asia|High income|United States|North America|High income|male|8182|1|4
ur.014401622577.37|CH|Europe & Central Asia|High income|United States|North America|High income|male|11553|2|6
ur.014275232026.60|IL|Middle East & North Africa|High income|United States|North America|High income||8111|1|2
ur.0771634612.94|RU|Europe & Central Asia|Upper middle income|United States|North America|High income||8111|1|2
ur.07747523442.25|DE|Europe & Central Asia|High income|United States|North America|High income||8060|1|7
ur.01024231643.99||||United States|North America|High income||8060|1|7
ur.015444426174.36|SE|Europe & Central Asia|High income|United States|North America|High income||8060|1|7
ur.0765302734.41|IE|Europe & Central Asia|High income|United States|North America|High income||8060|1|7
ur.0642343627.68||||United States|North America|High income||8060|1|7
ur.0626543213.43|NL|Europe & Central Asia|High income|United States|North America|High income||8060|1|7
ur.01151247471.23|GB|Europe & Central Asia|High income|United States|North America|High income||8060|1|7
ur.015132133207.80|IL|Middle East & North Africa|High income|United States|North America|High income||8060|1|7
ur.01175076362.67|IE|Europe & Central Asia|High income|United States|North America|High income|male|7994|1|0
ur.07765600471.53|US|North America|High income|United States|North America|High income|male|7964|1|1
ur.011360541471.28|DE|Europe & Central Asia|High income|United States|North America|High income|male|7964|1|1
ur.013567564775.46|CM|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|7733|1|0
ur.012767104325.34|IE|Europe & Central Asia|High income|United States|North America|High income||7724|1|1
ur.013753670155.15|US|North America|High income|United States|North America|High income||7724|1|1
ur.012022222273.25|US|North America|High income|Netherlands|Europe & Central Asia|High income|male|7491|1|0
ur.015521154301.78|US|North America|High income|United States|North America|High income|male|7385|1|1
ur.011062232417.22|SE|Europe & Central Asia|High income|United States|North America|High income|male|7385|1|1
ur.01172527351.88|US|North America|High income|United States|North America|High income||7269|1|2
ur.010631325304.99|GB|Europe & Central Asia|High income|United States|North America|High income||28059|6|19
ur.0607170326.51|DK|Europe & Central Asia|High income|United States|North America|High income||9527|2|5
ur.0664065627.24|ES|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income||7209|1|1
ur.01224536717.83|IT|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|16543|3|4
ur.01300046647.03|IN|South Asia|Lower middle income|United States|North America|High income|male|7109|1|3
ur.01036747633.75|TR|Europe & Central Asia|Upper middle income|United States|North America|High income|female|7109|1|3
ur.01350363167.62|JM|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|7109|1|3
ur.0615714577.26|NZ|East Asia & Pacific|High income|United States|North America|High income|male|7109|1|3
ur.013022100313.56|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|6964|1|0
ur.01201357361.13|CH|Europe & Central Asia|High income|United States|North America|High income|male|12072|2|4
ur.01016705651.70|AF|South Asia|Low income|United States|North America|High income|female|6948|1|2
ur.01242752130.43|CH|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|6925|1|0
ur.01011155323.59|HR|Europe & Central Asia|High income|United States|North America|High income|male|6912|1|2
ur.01372161601.93|CO|Latin America & Caribbean|Upper middle income|Austria|Europe & Central Asia|High income|male|6912|1|2
ur.01105323735.15|IN|South Asia|Lower middle income|United States|North America|High income|male|11929|3|9
ur.0757446626.15|IL|Middle East & North Africa|High income|United States|North America|High income|male|6905|1|0
ur.012167536221.36|CM|Sub-Saharan Africa|Lower middle income|France|Europe & Central Asia|High income||6900|1|1
ur.011160144026.70|BE|Europe & Central Asia|High income|France|Europe & Central Asia|High income||6900|1|1
ur.010756027114.96|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||13274|3|12
ur.01106644364.96|US|North America|High income|United States|North America|High income|male|13274|3|12
ur.014601731345.44|DK|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|13274|3|12
ur.015003260717.91|IL|Middle East & North Africa|High income|United States|North America|High income||6770|1|0
ur.013237635704.26|HK|East Asia & Pacific|High income|United States|North America|High income|male|6682|1|2
ur.013324546321.39|NZ|East Asia & Pacific|High income|United States|North America|High income|male|6682|1|2
ur.01356716460.59|JP|East Asia & Pacific|High income|United States|North America|High income||11945|3|7
ur.013624363051.73|IL|Middle East & North Africa|High income|United States|North America|High income|male|9239|2|4
ur.010316642762.32|DE|Europe & Central Asia|High income|United States|North America|High income|male|8848|2|2
ur.010042543335.11|CH|Europe & Central Asia|High income|United States|North America|High income|male|6592|1|2
ur.0727564714.69|IL|Middle East & North Africa|High income|United States|North America|High income|male|11743|3|8
ur.014120265635.06|VE|Latin America & Caribbean||Venezuela|Latin America & Caribbean|||6552|1|1
ur.015005645601.35|FR|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||6552|1|1
ur.014763074632.40|CR|Latin America & Caribbean|Upper middle income|United States|North America|High income|female|11445|2|2
ur.01242263635.23|NZ|East Asia & Pacific|High income|United States|North America|High income|male|11445|2|2
ur.015352665653.34|CR|Latin America & Caribbean|Upper middle income|Canada|North America|High income|male|13725|3|13
ur.013263404343.05|SI|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|15773|4|16
ur.012561425621.14|US|North America|High income|Germany|Europe & Central Asia|High income|male|20549|6|17
ur.01014615471.74|DK|Europe & Central Asia|High income|United States|North America|High income||6511|1|4
ur.01206767217.15|CZ|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||6511|1|4
ur.016334316153.89|IR|Middle East & North Africa|Lower middle income|United States|North America|High income||6511|1|4
ur.012041054001.87|SQ|||United States|North America|High income||6511|1|4
ur.015161536125.41|DE|Europe & Central Asia|High income|United States|North America|High income||6511|1|4
ur.012613442051.41|MG|Sub-Saharan Africa|Low income|United States|North America|High income||6434|1|0
ur.0702657043.11|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|15595|4|4
ur.013153602042.70|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|6389|1|4
ur.016262143321.19|US|North America|High income|United States|North America|High income|male|9444|2|6
ur.011403412052.00|DK|Europe & Central Asia|High income|United States|North America|High income|male|6389|1|4
ur.01112621172.58|CR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|6389|1|4
ur.0652746550.07|NC|East Asia & Pacific|High income|United States|North America|High income|male|11669|3|7
ur.01222150754.25|DE|Europe & Central Asia|High income|United States|North America|High income||11874|2|8
ur.01032066060.90|IT|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|6268|1|2
ur.01033644072.15|AR|Latin America & Caribbean|Upper middle income|Switzerland|Europe & Central Asia|High income|male|6268|1|2
ur.0762271037.55|BJ|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|6257|1|2
ur.07353444575.53|SE|Europe & Central Asia|High income|United States|North America|High income|male|6257|1|2
ur.011344733521.27|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|6257|1|2
ur.01101035010.11|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|12447|3|13
ur.01151454145.13|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||15653|4|15
ur.012212614165.22|CN|East Asia & Pacific|Upper middle income|United Kingdom|Europe & Central Asia|High income|male|15378|5|2
ur.015055424517.87|CH|Europe & Central Asia|High income|United States|North America|High income|male|5999|1|1
ur.010720361062.46|US|North America|High income|United States|North America|High income|male|5999|1|1
ur.0763521661.41|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|5988|1|4
ur.01060742250.24|US|North America|High income|Italy|Europe & Central Asia|High income|male|9174|2|5
ur.0620644104.36|CO|Latin America & Caribbean|Upper middle income|Spain|Europe & Central Asia|High income|male|8268|2|8
ur.0726655414.15|PE|Latin America & Caribbean|Upper middle income|France|Europe & Central Asia|High income|male|5988|1|4
ur.016363614222.68|KR|East Asia & Pacific|High income|Italy|Europe & Central Asia|High income||5988|1|4
ur.01032316131.09|AE|Middle East & North Africa|High income|United Kingdom|Europe & Central Asia|High income||5977|1|7
ur.01167557463.05|JM|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income||11717|2|13
ur.01324571004.87|UA|Europe & Central Asia|Lower middle income|United Kingdom|Europe & Central Asia|High income||5977|1|7
ur.01100431331.04|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||17446|3|17
ur.0650322642.18|AT|Europe & Central Asia|High income|Portugal|Europe & Central Asia|High income||5977|1|7
ur.013177012437.32|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|5934|1|4
ur.01032127305.90|IL|Middle East & North Africa|High income|United Kingdom|Europe & Central Asia|High income|male|5934|1|4
ur.01160111266.19|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|5934|1|4
ur.01347546101.52|IL|Middle East & North Africa|High income|United Kingdom|Europe & Central Asia|High income|male|5934|1|4
ur.011256207542.71|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|5934|1|4
ur.011662600637.33|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|5919|1|3
ur.01114660664.27|US|North America|High income|United States|North America|High income|male|5919|1|3
ur.014002056055.71|PK|South Asia|Lower middle income|United States|North America|High income|male|12843|3|6
ur.010264105226.81|UY|Latin America & Caribbean|High income|United States|North America|High income|male|5919|1|3
ur.015467345175.04|FR|Europe & Central Asia|High income|United States|North America|High income|male|5916|1|0
ur.015735365047.15|BE|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||5901|1|0
ur.07524443042.65|IL|Middle East & North Africa|High income|Belgium|Europe & Central Asia|High income|male|5825|1|1
ur.0775337371.63|BE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|5825|1|1
ur.013215545271.59|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|5779|1|0
ur.01367004535.41||||United Kingdom|Europe & Central Asia|High income||5759|1|5
ur.01360204563.80|IT|Europe & Central Asia|High income|United States|North America|High income||5759|1|5
ur.01340526721.32|HU|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||5759|1|5
ur.01236223766.99|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||5759|1|5
ur.01253355521.43|KR|East Asia & Pacific|High income|South Korea|East Asia & Pacific|High income||5759|1|5
ur.0640512403.86|SE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||15844|3|17
ur.010205212117.50|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income||5740|1|6
ur.016712641445.55|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||5733|1|6
ur.0742651270.08|DE|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|5733|1|6
ur.01212362023.37|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|10377|3|10
ur.0604676620.49|VE|Latin America & Caribbean||Netherlands|Europe & Central Asia|High income|male|5733|1|6
ur.013456432145.16|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|5733|1|6
ur.014166417253.06|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|10377|3|10
ur.01331553652.37|DE|Europe & Central Asia|High income|Canada|North America|High income||5733|1|6
ur.014653002743.81|US|North America|High income|United States|North America|High income|male|5666|1|2
ur.010414570256.97|TR|Europe & Central Asia|Upper middle income|Turkey|Europe & Central Asia|Upper middle income|female|5666|1|2
ur.01016574216.23|DE|Europe & Central Asia|High income|United States|North America|High income|male|5666|1|2
ur.01311471021.39|TW|||United States|North America|High income|female|5665|1|1
ur.014175616035.08|US|North America|High income|United States|North America|High income|male|5665|1|1
ur.0744674145.06|IL|Middle East & North Africa|High income|United States|North America|High income|male|8399|2|1
ur.016050073013.18|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||5604|1|1
ur.015771765055.36|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||5604|1|1
ur.016361227267.11|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|8524|2|0
ur.0641233734.54|AT|Europe & Central Asia|High income|Israel|Middle East & North Africa|High income|male|5554|1|1
ur.01017262777.20|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|5554|1|1
ur.01157072046.40|IL|Middle East & North Africa|High income|United States|North America|High income||5543|1|7
ur.0672003263.22|US|North America|High income|United States|North America|High income||5543|1|7
ur.01332351610.88|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||7771|2|16
ur.01222124041.27|CZ|Europe & Central Asia|High income|United States|North America|High income||5543|1|7
ur.011656616717.41|US|North America|High income|United States|North America|High income||5543|1|7
ur.01273434240.39|PA|Latin America & Caribbean|High income|United States|North America|High income||9219|2|10
ur.01047774761.46|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income||5523|1|6
ur.01105722354.85|CA|North America|High income|United States|North America|High income||5523|1|6
ur.01130371715.50|US|North America|High income|United States|North America|High income||5523|1|6
ur.01106116117.02|KR|East Asia & Pacific|High income|United States|North America|High income||22374|6|17
ur.01022050640.48|US|North America|High income|United States|North America|High income|male|5367|1|0
ur.015374422025.50|IN|South Asia|Lower middle income|United Kingdom|Europe & Central Asia|High income||5366|1|1
ur.014524742172.54|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||5366|1|1
ur.013435203063.89|SQ|||United States|North America|High income|male|5356|1|0
ur.0727303777.13|IT|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||5348|1|3
ur.01350304715.28|CN|East Asia & Pacific|Upper middle income|United Kingdom|Europe & Central Asia|High income||5348|1|3
ur.01013163063.00|BD|South Asia|Lower middle income|United Kingdom|Europe & Central Asia|High income||5348|1|3
ur.0737006177.12|IT|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|female|10898|3|13
ur.011376134701.38|US|North America|High income|United States|North America|High income|male|5337|1|1
ur.057520743.43|US|North America|High income|United States|North America|High income|male|5337|1|1
ur.011140106176.31|DE|Europe & Central Asia|High income|United States|North America|High income|male|5322|1|0
ur.0616444246.75|CA|North America|High income|United States|North America|High income|male|5218|1|2
ur.01230142470.15|DE|Europe & Central Asia|High income|United States|North America|High income|male|5218|1|2
ur.016611633637.08|GB|Europe & Central Asia|High income|United States|North America|High income||5218|1|2
ur.013051007315.74|TW|||Netherlands|Europe & Central Asia|High income|male|5177|1|3
ur.013765463303.42|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|female|5177|1|3
ur.012101545355.97|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||5177|1|3
ur.015565113614.11|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||5177|1|3
ur.01161633026.26|US|North America|High income|United States|North America|High income|male|5124|1|2
ur.0612525555.61|GB|Europe & Central Asia|High income|United States|North America|High income|male|5029|1|1
ur.013166255175.02|AT|Europe & Central Asia|High income|||||8940|2|2
ur.016256061637.78|IL|Middle East & North Africa|High income|United Kingdom|Europe & Central Asia|High income||5016|1|1
ur.014677762157.70|IE|Europe & Central Asia|High income|Australia|East Asia & Pacific|High income|male|8548|2|1
ur.07727475735.75|BR|Latin America & Caribbean|Upper middle income|||||4943|1|4
ur.013200243114.43|US|North America|High income|||||4943|1|4
ur.011606114057.92|NZ|East Asia & Pacific|High income|||||4943|1|4
ur.012765433575.11|NL|Europe & Central Asia|High income|||||4943|1|4
ur.010211246401.27|US|North America|High income|Brazil|Latin America & Caribbean|Upper middle income||4943|1|4
ur.014042617373.20|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|4931|1|3
ur.016615751542.51|NZ|East Asia & Pacific|High income|United States|North America|High income|male|4931|1|3
ur.012613662515.80|IL|Middle East & North Africa|High income|United States|North America|High income|male|4931|1|3
ur.010373563373.27|GB|Europe & Central Asia|High income|United States|North America|High income|male|4931|1|3
ur.012700677637.97|TW|||United States|North America|High income|male|4924|1|0
ur.010461522537.59|US|North America|High income|United States|North America|High income||4904|1|0
ur.07637042464.41|AT|Europe & Central Asia|High income|United States|North America|High income||4888|1|0
ur.01370021645.17|HU|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|15221|4|14
ur.0731112626.37|HU|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|4879|1|4
ur.016626773715.87|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income||4879|1|4
ur.014312157652.15|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|4879|1|4
ur.010755450661.75|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|4879|1|4
